ZIP,PO_NAME,STATE,ZIP_TYPE,ZCTA
39324,Clara,MS,Post Office or large volume customer,39367
71371,Trout,LA,ZIP Code area,71371
31763,Leesburg,GA,ZIP Code area,31763
36451,Grove Hill,AL,ZIP Code area,36451
71342,Jena,LA,ZIP Code area,71342
31555,Odum,GA,ZIP Code area,31555
36444,Franklin,AL,ZIP Code area,36444
36010,Brundidge,AL,ZIP Code area,36010
39668,Union Church,MS,ZIP Code area,39668
85637,Sonoita,AZ,ZIP Code area,85637
79917,El Paso,TX,Post Office or large volume customer,79907
39441,Laurel,MS,Post Office or large volume customer,39440
39442,Laurel,MS,Post Office or large volume customer,39440
71469,Robeline,LA,ZIP Code area,71469
76870,Priddy,TX,ZIP Code area,76870
71454,Montgomery,LA,ZIP Code area,71454
76890,Zephyr,TX,ZIP Code area,76890
39440,Laurel,MS,ZIP Code area,39440
76531,Hamilton,TX,ZIP Code area,76531
31714,Ashburn,GA,ZIP Code area,31714
39069,Fayette,MS,ZIP Code area,39069
39443,Laurel,MS,ZIP Code area,39443
36017,Clio,AL,ZIP Code area,36017
76823,Bangs,TX,ZIP Code area,76823
85610,Elfrida,AZ,ZIP Code area,85610
79907,El Paso,TX,ZIP Code area,79907
39081,Harriston,MS,Post Office or large volume customer,39069
76801,Brownwood,TX,ZIP Code area,76801
39191,Wesson,MS,ZIP Code area,39191
36071,Rutledge,AL,ZIP Code area,36071
31563,Surrency,GA,ZIP Code area,31563
31750,Fitzgerald,GA,ZIP Code area,31750
71406,Belmont,LA,ZIP Code area,71406
76804,Brownwood,TX,Post Office or large volume customer,76801
31532,Denton,GA,ZIP Code area,31532
85638,Tombstone,AZ,ZIP Code area,85638
76684,Ross,TX,Post Office or large volume customer,76691
39480,Soso,MS,ZIP Code area,39480
75840,Fairfield,TX,ZIP Code area,75840
36035,Goshen,AL,ZIP Code area,36035
76878,Santa Anna,TX,ZIP Code area,76878
76654,Leroy,TX,Post Office or large volume customer,76654
39140,Newhebron,MS,ZIP Code area,39140
75973,Shelbyville,TX,ZIP Code area,75973
39836,Coleman,GA,ZIP Code area,39836
79776,Penwell,TX,Post Office or large volume customer,79759
75882,Palestine,TX,Post Office or large volume customer,75803
71404,Atlanta,LA,ZIP Code area,71404
76686,Tehuacana,TX,Post Office or large volume customer,76686
36425,Beatrice,AL,ZIP Code area,36425
31772,Oakfield,GA,ZIP Code area,31772
36049,Luverne,AL,ZIP Code area,36049
85645,Amado,AZ,ZIP Code area,85645
71450,Marthaville,LA,ZIP Code area,71450
76953,Tennyson,TX,Post Office or large volume customer,76953
76802,Early,TX,ZIP Code area,76802
31323,Riceboro,GA,ZIP Code area,31323
76821,Ballinger,TX,ZIP Code area,76821
79915,El Paso,TX,ZIP Code area,79915
75801,Palestine,TX,ZIP Code area,75801
76803,Early,TX,Post Office or large volume customer,76802
71497,Natchitoches,LA,Post Office or large volume customer,71457
79766,Odessa,TX,ZIP Code area,79766
39886,Shellman,GA,ZIP Code area,39886
76635,Coolidge,TX,ZIP Code area,76635
79789,Wink,TX,ZIP Code area,79789
71457,Natchitoches,LA,ZIP Code area,71457
31301,Allenhurst,GA,ZIP Code area,31301
76452,Energy,TX,Post Office or large volume customer,76452
79958,El Paso,TX,Post Office or large volume customer,79901
79980,El Paso,TX,Post Office or large volume customer,79901
79978,El Paso,TX,Post Office or large volume customer,79901
79901,El Paso,TX,ZIP Code area,79901
71471,Saint Maurice,LA,Post Office or large volume customer,71457
79950,El Paso,TX,Post Office or large volume customer,79901
79941,El Paso,TX,Post Office or large volume customer,79901
79940,El Paso,TX,Post Office or large volume customer,79901
79952,El Paso,TX,Post Office or large volume customer,79901
79954,El Paso,TX,Post Office or large volume customer,79901
79960,El Paso,TX,Post Office or large volume customer,79901
79947,El Paso,TX,Post Office or large volume customer,79901
79955,El Paso,TX,Post Office or large volume customer,79901
76673,Mount Calm,TX,ZIP Code area,76673
71432,Georgetown,LA,ZIP Code area,71432
79949,El Paso,TX,Post Office or large volume customer,79901
79953,El Paso,TX,Post Office or large volume customer,79901
79951,El Paso,TX,Post Office or large volume customer,79901
79944,El Paso,TX,Post Office or large volume customer,79901
79948,El Paso,TX,Post Office or large volume customer,79901
79946,El Paso,TX,Post Office or large volume customer,79901
79945,El Paso,TX,Post Office or large volume customer,79901
79942,El Paso,TX,Post Office or large volume customer,79942
79943,El Paso,TX,Post Office or large volume customer,79901
75880,Tennessee Colony,TX,Post Office or large volume customer,75803
79936,El Paso,TX,ZIP Code area,79936
71458,Natchitoches,LA,Post Office or large volume customer,71457
39119,Mount Olive,MS,ZIP Code area,39119
39842,Dawson,GA,ZIP Code area,39842
79935,El Paso,TX,ZIP Code area,79935
36436,Dickinson,AL,ZIP Code area,36436
79926,El Paso,TX,Post Office or large volume customer,79915
36079,Troy,AL,ZIP Code area,36079
79995,El Paso,TX,Post Office or large volume customer,79905
79999,El Paso,TX,Post Office or large volume customer,79905
79997,El Paso,TX,Post Office or large volume customer,79905
79910,El Paso,TX,Post Office or large volume customer,79905
88595,El Paso,TX,Post Office or large volume customer,79905
79998,El Paso,TX,Post Office or large volume customer,79905
31783,Rebecca,GA,ZIP Code area,31783
79905,El Paso,TX,ZIP Code area,79905
79968,El Paso,TX,ZIP Code area,79902
71340,Harrisonburg,LA,ZIP Code area,71340
79937,El Paso,TX,Post Office or large volume customer,79936
79996,El Paso,TX,Post Office or large volume customer,79936
36919,Silas,AL,ZIP Code area,36919
31333,Walthourville,GA,Post Office or large volume customer,31313
76637,Cranfills Gap,TX,ZIP Code area,76637
75802,Palestine,TX,Post Office or large volume customer,75801
79961,El Paso,TX,Post Office or large volume customer,79925
39840,Cuthbert,GA,ZIP Code area,39840
79902,El Paso,TX,ZIP Code area,79902
36524,Coffeeville,AL,ZIP Code area,36524
75935,Center,TX,ZIP Code area,75935
31515,Baxley,GA,Post Office or large volume customer,31513
79925,El Paso,TX,ZIP Code area,79925
31316,Ludowici,GA,ZIP Code area,31316
79923,El Paso,TX,Post Office or large volume customer,79903
31513,Baxley,GA,ZIP Code area,31513
36048,Louisville,AL,ZIP Code area,36048
79903,El Paso,TX,ZIP Code area,79903
39477,Sandersville,MS,Post Office or large volume customer,39477
36446,Fulton,AL,Post Office or large volume customer,36446
76634,Clifton,TX,ZIP Code area,76634
76693,Wortham,TX,ZIP Code area,76693
71326,Clayton,LA,ZIP Code area,71326
75760,Cushing,TX,ZIP Code area,75760
76691,West,TX,ZIP Code area,76691
88566,El Paso,TX,Post Office or large volume customer,79925
75884,Tennessee Colony,TX,Post Office or large volume customer,75861
79739,Garden City,TX,ZIP Code area,79739
75803,Palestine,TX,ZIP Code area,75803
88543,El Paso,TX,Post Office or large volume customer,79925
88549,El Paso,TX,Post Office or large volume customer,79925
88576,El Paso,TX,Post Office or large volume customer,79925
88550,El Paso,TX,Post Office or large volume customer,79925
88558,El Paso,TX,Post Office or large volume customer,79925
88588,El Paso,TX,Post Office or large volume customer,79925
88584,El Paso,TX,Post Office or large volume customer,79925
88568,El Paso,TX,Post Office or large volume customer,79925
88562,El Paso,TX,Post Office or large volume customer,79925
88581,El Paso,TX,Post Office or large volume customer,79925
88590,El Paso,TX,Post Office or large volume customer,79925
88589,El Paso,TX,Post Office or large volume customer,79925
88587,El Paso,TX,Post Office or large volume customer,79925
88569,El Paso,TX,Post Office or large volume customer,79925
88541,El Paso,TX,Post Office or large volume customer,79925
88571,El Paso,TX,Post Office or large volume customer,79925
88586,El Paso,TX,Post Office or large volume customer,79925
88582,El Paso,TX,Post Office or large volume customer,79925
88554,El Paso,TX,Post Office or large volume customer,79925
88556,El Paso,TX,Post Office or large volume customer,79925
88548,El Paso,TX,Post Office or large volume customer,79925
88575,El Paso,TX,Post Office or large volume customer,79925
88573,El Paso,TX,Post Office or large volume customer,79925
88540,El Paso,TX,Post Office or large volume customer,79925
88585,El Paso,TX,Post Office or large volume customer,79925
88565,El Paso,TX,Post Office or large volume customer,79925
88557,El Paso,TX,Post Office or large volume customer,79925
88583,El Paso,TX,Post Office or large volume customer,79925
88563,El Paso,TX,Post Office or large volume customer,79925
88579,El Paso,TX,Post Office or large volume customer,79925
88572,El Paso,TX,Post Office or large volume customer,79925
88577,El Paso,TX,Post Office or large volume customer,79925
88570,El Paso,TX,Post Office or large volume customer,79925
88580,El Paso,TX,Post Office or large volume customer,79925
88544,El Paso,TX,Post Office or large volume customer,79925
88578,El Paso,TX,Post Office or large volume customer,79925
88553,El Paso,TX,Post Office or large volume customer,79925
88546,El Paso,TX,Post Office or large volume customer,79925
88574,El Paso,TX,Post Office or large volume customer,79925
88516,El Paso,TX,Post Office or large volume customer,79925
88560,El Paso,TX,Post Office or large volume customer,79925
88559,El Paso,TX,Post Office or large volume customer,79925
88561,El Paso,TX,Post Office or large volume customer,79925
88555,El Paso,TX,Post Office or large volume customer,79925
88567,El Paso,TX,Post Office or large volume customer,79925
79990,El Paso,TX,Post Office or large volume customer,79925
88547,El Paso,TX,Post Office or large volume customer,79925
88542,El Paso,TX,Post Office or large volume customer,79925
88545,El Paso,TX,Post Office or large volume customer,79925
71419,Converse,LA,ZIP Code area,71419
31796,Warwick,GA,ZIP Code area,31796
31320,Midway,GA,ZIP Code area,31320
36082,Troy,AL,ZIP Code area,36082
75785,Rusk,TX,ZIP Code area,75785
75772,Maydelle,TX,Post Office or large volume customer,75785
76622,Aquilla,TX,ZIP Code area,76622
88063,Sunland Park,NM,ZIP Code area,88063
79930,El Paso,TX,ZIP Code area,79930
71375,Waterproof,LA,ZIP Code area,71375
39096,Lorman,MS,ZIP Code area,39096
71401,Aimwell,LA,ZIP Code area,71401
36481,Vredenburgh,AL,ZIP Code area,36481
75946,Garrison,TX,ZIP Code area,75946
71065,Pleasant Hill,LA,ZIP Code area,71065
79931,El Paso,TX,Post Office or large volume customer,79930
39460,Moss,MS,Post Office or large volume customer,39481
39867,Morris,GA,ZIP Code area,39867
88512,El Paso,TX,Post Office or large volume customer,79906
88513,El Paso,TX,Post Office or large volume customer,79906
88528,El Paso,TX,Post Office or large volume customer,79906
88530,El Paso,TX,Post Office or large volume customer,79906
88527,El Paso,TX,Post Office or large volume customer,79906
85639,Topawa,AZ,Post Office or large volume customer,85634
88534,El Paso,TX,Post Office or large volume customer,79906
88518,El Paso,TX,Post Office or large volume customer,79906
88539,El Paso,TX,Post Office or large volume customer,79906
88514,El Paso,TX,Post Office or large volume customer,79906
88510,El Paso,TX,Post Office or large volume customer,79906
88531,El Paso,TX,Post Office or large volume customer,79906
88526,El Paso,TX,Post Office or large volume customer,79906
88529,El Paso,TX,Post Office or large volume customer,79906
88511,El Paso,TX,Post Office or large volume customer,79906
88517,El Paso,TX,Post Office or large volume customer,79906
88523,El Paso,TX,Post Office or large volume customer,79906
88535,El Paso,TX,Post Office or large volume customer,79906
88536,El Paso,TX,Post Office or large volume customer,79906
88525,El Paso,TX,Post Office or large volume customer,79906
88524,El Paso,TX,Post Office or large volume customer,79906
88521,El Paso,TX,Post Office or large volume customer,79906
88519,El Paso,TX,Post Office or large volume customer,79906
88538,El Paso,TX,Post Office or large volume customer,79906
88532,El Paso,TX,Post Office or large volume customer,79906
88515,El Paso,TX,Post Office or large volume customer,79906
88533,El Paso,TX,Post Office or large volume customer,79906
88520,El Paso,TX,Post Office or large volume customer,79906
36081,Troy,AL,ZIP Code area,36081
79938,El Paso,TX,ZIP Code area,79938
79976,El Paso,TX,Post Office or large volume customer,79930
79922,El Paso,TX,ZIP Code area,79922
36037,Greenville,AL,ZIP Code area,36037
76882,Talpa,TX,ZIP Code area,76882
71414,Clarence,LA,Post Office or large volume customer,71414
71479,Tullos,LA,ZIP Code area,71479
79906,El Paso,TX,ZIP Code area,79906
75788,Sacul,TX,Post Office or large volume customer,75788
79908,El Paso,TX,ZIP Code area,79908
79763,Odessa,TX,ZIP Code area,79763
79920,El Paso,TX,Post Office or large volume customer,79920
39439,Heidelberg,MS,ZIP Code area,39439
76432,Blanket,TX,ZIP Code area,76432
85622,Green Valley,AZ,ZIP Code area,85622
36061,Perote,AL,Post Office or large volume customer,36005
31313,Hinesville,GA,ZIP Code area,31313
39168,Taylorsville,MS,ZIP Code area,39168
31310,Hinesville,GA,Post Office or large volume customer,31313
39826,Bronwood,GA,ZIP Code area,39826
79770,Orla,TX,Post Office or large volume customer,79770
79918,Fort Bliss,TX,ZIP Code area,79908
31712,Arabi,GA,ZIP Code area,31712
76834,Coleman,TX,ZIP Code area,76834
36753,Mc Williams,AL,Post Office or large volume customer,36753
88029,Columbus,NM,Post Office or large volume customer,88029
88056,Rodeo,NM,Post Office or large volume customer,88056
75886,Tennessee Colony,TX,Post Office or large volume customer,75861
39144,Pattison,MS,ZIP Code area,39144
36016,Clayton,AL,ZIP Code area,36016
31544,Jacksonville,GA,ZIP Code area,31544
79913,El Paso,TX,Post Office or large volume customer,79912
79912,El Paso,TX,ZIP Code area,79912
76455,Gustine,TX,ZIP Code area,76455
39149,Pinola,MS,ZIP Code area,39149
36062,Petrey,AL,Post Office or large volume customer,36049
36435,Coy,AL,ZIP Code area,36435
31539,Hazlehurst,GA,ZIP Code area,31539
71368,Sicily Island,LA,ZIP Code area,71368
79904,El Paso,TX,ZIP Code area,79904
76648,Hubbard,TX,ZIP Code area,76648
36751,Lower Peach Tree,AL,ZIP Code area,36751
79754,Mentone,TX,ZIP Code area,79754
79745,Kermit,TX,ZIP Code area,79745
79761,Odessa,TX,ZIP Code area,79761
79760,Odessa,TX,Post Office or large volume customer,79761
88008,Santa Teresa,NM,ZIP Code area,88008
79769,Odessa,TX,Post Office or large volume customer,79761
76644,Laguna Park,TX,Post Office or large volume customer,76634
36005,Banks,AL,ZIP Code area,36005
76676,Penelope,TX,ZIP Code area,76676
36030,Forest Home,AL,ZIP Code area,36030
39116,Mize,MS,ZIP Code area,39116
71480,Urania,LA,Post Office or large volume customer,71480
39083,Hazlehurst,MS,ZIP Code area,39083
39481,Stringer,MS,ZIP Code area,39481
79764,Odessa,TX,ZIP Code area,79764
75779,Neches,TX,Post Office or large volume customer,75779
79932,El Paso,TX,ZIP Code area,79932
75861,Tennessee Colony,TX,ZIP Code area,75861
76865,Norton,TX,ZIP Code area,76865
39111,Magee,MS,ZIP Code area,39111
75784,Reklaw,TX,ZIP Code area,75784
85614,Green Valley,AZ,ZIP Code area,85614
31314,Fort Stewart,GA,ZIP Code area,31314
36042,Honoraville,AL,ZIP Code area,36042
39360,Shubuta,MS,ZIP Code area,39360
75848,Kirvin,TX,Post Office or large volume customer,75848
36908,Gilbertown,AL,ZIP Code area,36908
71066,Powhatan,LA,Post Office or large volume customer,71457
31309,Fleming,GA,ZIP Code area,31309
39854,Georgetown,GA,ZIP Code area,39854
79914,El Paso,TX,Post Office or large volume customer,79924
76621,Abbott,TX,ZIP Code area,76621
76933,Bronte,TX,ZIP Code area,76933
39078,Georgetown,MS,ZIP Code area,39078
79911,El Paso,TX,ZIP Code area,79911
75859,Streetman,TX,ZIP Code area,75859
36768,Pine Apple,AL,ZIP Code area,36768
36027,Eufaula,AL,ZIP Code area,36027
79837,Dell City,TX,ZIP Code area,79837
31315,Fort Stewart,GA,ZIP Code area,31315
71465,Olla,LA,ZIP Code area,71465
85630,Saint David,AZ,ZIP Code area,85630
79762,Odessa,TX,ZIP Code area,79762
75764,Gallatin,TX,Post Office or large volume customer,75764
36072,Eufaula,AL,Post Office or large volume customer,36027
79847,Salt Flat,TX,ZIP Code area,79847
76436,Carlton,TX,ZIP Code area,76436
39885,Sasser,GA,Post Office or large volume customer,39885
79924,El Paso,TX,ZIP Code area,79924
71411,Campti,LA,ZIP Code area,71411
76639,Dawson,TX,ZIP Code area,76639
75975,Timpson,TX,ZIP Code area,75975
85341,Lukeville,AZ,ZIP Code area,85341
76951,Sterling City,TX,ZIP Code area,76951
79768,Odessa,TX,Post Office or large volume customer,79762
31787,Smithville,GA,ZIP Code area,31787
71425,Enterprise,LA,ZIP Code area,71425
75853,Montalba,TX,ZIP Code area,75853
39877,Parrott,GA,ZIP Code area,39877
76442,Comanche,TX,ZIP Code area,76442
36762,Morvin,AL,Post Office or large volume customer,36784
31324,Richmond Hill,GA,ZIP Code area,31324
71063,Pelican,LA,ZIP Code area,71063
76660,Malone,TX,ZIP Code area,76660
79759,Notrees,TX,Post Office or large volume customer,79759
88040,Hachita,NM,Post Office or large volume customer,88040
71483,Winnfield,LA,ZIP Code area,71483
36766,Oak Hill,AL,Post Office or large volume customer,36766
79916,Fort Bliss,TX,ZIP Code area,79916
75681,Mount Enterprise,TX,ZIP Code area,75681
71366,Saint Joseph,LA,ZIP Code area,71366
76665,Meridian,TX,ZIP Code area,76665
79765,Odessa,TX,ZIP Code area,79765
76681,Richland,TX,ZIP Code area,76681
31411,Savannah,GA,ZIP Code area,31411
36913,Melvin,AL,Post Office or large volume customer,36913
79835,Canutillo,TX,ZIP Code area,79835
79934,El Paso,TX,ZIP Code area,79934
76857,May,TX,ZIP Code area,76857
79711,Midland,TX,Post Office or large volume customer,79706
36784,Thomasville,AL,ZIP Code area,36784
71440,Joyce,LA,Post Office or large volume customer,71483
85625,Pearce,AZ,ZIP Code area,85625
39366,Vossburg,MS,ZIP Code area,39366
31001,Abbeville,GA,ZIP Code area,31001
31743,De Soto,GA,ZIP Code area,31743
31549,Lumber City,GA,ZIP Code area,31549
76945,Robert Lee,TX,ZIP Code area,76945
31735,Cobb,GA,ZIP Code area,31735
36041,Highland Home,AL,ZIP Code area,36041
76474,Sidney,TX,ZIP Code area,76474
79706,Midland,TX,ZIP Code area,79706
39077,Gallman,MS,Post Office or large volume customer,39059
30427,Glennville,GA,ZIP Code area,30427
31015,Cordele,GA,ZIP Code area,31015
31079,Rochelle,GA,ZIP Code area,31079
85629,Sahuarita,AZ,ZIP Code area,85629
